"SAMPLE_TYPE","DATA_COLUMN","LABEL","LEGAL_VALUES","RANGE_HIGH","RANGE_LOW","UNITS"
"PHAB","BFNVERTHEIGHT_DD","Bank features: count of vertical height to drawdown zone","",NA,NA,""
"PHAB","BFOANGLE","Bank features: bank angle mode","",NA,NA,""
"PHAB","BFXHORIZDIST","Bank features: horizontal distance to highwater mark","",NA,NA,""
"PHAB","BFXHORIZDIST_DD","Bank features: horizontal distance to drawdown zone","",NA,NA,""
"PHAB","BFXVERTHEIGHT","Bank features: vertical height to highwater mark","",NA,NA,""
"PHAB","BFXVERTHEIGHT_DD","Bank features: vertical height to drawdown zone","",NA,NA,""
"PHAB","BS16LDIA","Bottom substrate: 16th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","BS25LDIA","Bottom substrate: 25th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","BS50LDIA","Bottom substrate: 50th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","BS75LDIA","Bottom substrate: 75th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","BS84LDIA","Bottom substrate: 84th percentile of bottom substrate diameter","",NA,NA,""
"PHAB","BSFANOXIC","Bottom substrate: fraction with anoxic odor","",NA,NA,""
"PHAB","BSFBLACK","Bottom substrate: fraction of Black substrate","",NA,NA,""
"PHAB","BSFBROWN","Bottom substrate: fraction of Brown substrate","",NA,NA,""
"PHAB","BSFCBEDROCK","Bottom substrate: fractional cover of bedrock","",NA,NA,""
"PHAB","BSFCBOULDERS","Bottom substrate: fractional cover of Boulder","",NA,NA,""
"PHAB","BSFCCOBBLE","Bottom substrate: fractional cover of Cobble","",NA,NA,""
"PHAB","BSFCGRAVEL","Bottom substrate: fractional cover of gravel","",NA,NA,""
"PHAB","BSFCHEMICAL","Bottom substrate: fraction with chemical odor","",NA,NA,""
"PHAB","BSFCORGANIC","Bottom substrate: fractional cover of organic","",NA,NA,""
"PHAB","BSFCSAND","Bottom substrate: fractional cover of sand","",NA,NA,""
"PHAB","BSFCSILT","Bottom substrate: fractional cover of silt","",NA,NA,""
"PHAB","BSFCWOOD","Bottom substrate: fractional cover of wood","",NA,NA,""
"PHAB","BSFGRAY","Bottom substrate: fraction of Gray substrate","",NA,NA,""
"PHAB","BSFH2S","Bottom substrate: fraction with H2S odor","",NA,NA,""
"PHAB","BSFNONEODOR","Bottom substrate: fraction with no odor","",NA,NA,""
"PHAB","BSFOIL","Bottom substrate: fraction with oil odor","",NA,NA,""
"PHAB","BSFOTHERCOLOR","Bottom substrate: fraction of other color substrate","",NA,NA,""
"PHAB","BSFOTHERODOR","Bottom substrate: fraction with other odor","",NA,NA,""
"PHAB","BSFPBEDROCK","Bottom substrate: fractional presence of bedrock","",NA,NA,""
"PHAB","BSFPBOULDERS","Bottom substrate: fractional presence of Boulder","",NA,NA,""
"PHAB","BSFPCOBBLE","Bottom substrate: fractional presence of Cobble","",NA,NA,""
"PHAB","BSFPGRAVEL","Bottom substrate: fractional presence of gravel","",NA,NA,""
"PHAB","BSFPORGANIC","Bottom substrate: fractional presence of organic","",NA,NA,""
"PHAB","BSFPSAND","Bottom substrate: fractional presence of sand","",NA,NA,""
"PHAB","BSFPSILT","Bottom substrate: fractional presence of silt","",NA,NA,""
"PHAB","BSFPWOOD","Bottom substrate: fractional presence of wood","",NA,NA,""
"PHAB","BSFRED","Bottom substrate: fraction of Red substrate","",NA,NA,""
"PHAB","BSISITEVARIETY","Bottom substrate: Number of substrate classes present at a site","",NA,NA,""
"PHAB","BSISTAVARIETY","Bottom substrate: Mean number of substrate classes present in each station","",NA,NA,""
"PHAB","BSNBEDROCK","Bottom substrate: number of stations with bedrock data","",NA,NA,""
"PHAB","BSNBOULDERS","Bottom substrate: number of stations with boulder data","",NA,NA,""
"PHAB","BSNCOBBLE","Bottom substrate: number of stations with cobble data","",NA,NA,""
"PHAB","BSNCOLOR","Bottom substrate: number of bottom substrate color data","",NA,NA,""
"PHAB","BSNGRAVEL","Bottom substrate: number of stations with gravel data","",NA,NA,""
"PHAB","BSNODOR","Bottom substrate: number of stations with odor data","",NA,NA,""
"PHAB","BSNORGANIC","Bottom substrate: number of stations with organic data","",NA,NA,""
"PHAB","BSNSAND","Bottom substrate: number of stations with sand data","",NA,NA,""
"PHAB","BSNSILT","Bottom substrate: number of stations with silt data","",NA,NA,""
"PHAB","BSNWOOD","Bottom substrate: number of stations with wood data","",NA,NA,""
"PHAB","BSOCOLOR","Bottom substrate: mode of color","",NA,NA,""
"PHAB","BSOFCLASS","Bottom substrate: Mode of bottom substrate by cover","",NA,NA,""
"PHAB","BSOODOR","Bottom substrate: Mode of bottom substrate odor class","",NA,NA,""
"PHAB","BSOPCLASS","Bottom substrate: Mode of bottom substrate by presence","",NA,NA,""
"PHAB","BSVBEDROCK","Bottom substrate: std dev. cover of bedrock","",NA,NA,""
"PHAB","BSVBOULDERS","Bottom substrate: std dev. cover of boulders","",NA,NA,""
"PHAB","BSVCOBBLE","Bottom substrate: std dev. cover of cobble","",NA,NA,""
"PHAB","BSVGRAVEL","Bottom substrate: std dev. cover of gravel","",NA,NA,""
"PHAB","BSVLDIA","Bottom substrate: std dev. logged bottom substrate diameter (mineral)","",NA,NA,""
"PHAB","BSVORGANIC","Bottom substrate: std dev. cover of organic","",NA,NA,""
"PHAB","BSVSAND","Bottom substrate: std dev. cover of sand","",NA,NA,""
"PHAB","BSVSILT","Bottom substrate: std dev. cover of silt","",NA,NA,""
"PHAB","BSVWOOD","Bottom substrate: std dev. cover of wood class","",NA,NA,""
"PHAB","BSXLDIA","Bottom substrate: mean logged bottom substrate diameter (mineral)","",NA,NA,""
"PHAB","FCFCAQUATIC","Fish cover: fractional cover of aquatic vegetation","",NA,NA,""
"PHAB","FCFCAQUATIC_DD","Fish cover: fractional cover of aquatic vegetation in the drawdown zone","",NA,NA,""
"PHAB","FCFCAQUATIC_LIT","Fish cover: fractional cover of aquatic vegetation in the littoral zone","",NA,NA,""
"PHAB","FCFCAQUATIC_SIM","Fish cover: fractional cover of aquatic vegetation simulating 2007 protocol","",NA,NA,""
"PHAB","FCFCBOULDERS","Fish cover: fractional cover of boulders ","",NA,NA,""
"PHAB","FCFCBOULDERS_DD","Fish cover: fractional cover of boulders in the drawdown zone","",NA,NA,""
"PHAB","FCFCBOULDERS_LIT","Fish cover: fractional cover of boulders in the littoral zone","",NA,NA,""
"PHAB","FCFCBOULDERS_SIM","Fish cover: fractional cover of boulders simulating 2007 protocol","",NA,NA,""
"PHAB","FCFCBRUSH","Fish cover: fractional cover of brush ","",NA,NA,""
"PHAB","FCFCBRUSH_DD","Fish cover: fractional cover of brush in the drawdown zone","",NA,NA,""
"PHAB","FCFCBRUSH_LIT","Fish cover: fractional cover of brush in the littoral zone","",NA,NA,""
"PHAB","FCFCBRUSH_SIM","Fish cover: fractional cover of brush simulating 2007 protocol","",NA,NA,""
"PHAB","FCFCLEDGES","Fish cover: fractional cover of ledges ","",NA,NA,""
"PHAB","FCFCLEDGES_DD","Fish cover: fractional cover of ledges in the drawdown zone","",NA,NA,""
"PHAB","FCFCLEDGES_LIT","Fish cover: fractional cover of ledges in the littoral zone","",NA,NA,""
"PHAB","FCFCLEDGES_SIM","Fish cover: fractional cover of ledges simulating 2007 protocol","",NA,NA,""
"PHAB","FCFCLIVETREES","Fish cover: fractional cover of live trees ","",NA,NA,""
"PHAB","FCFCLIVETREES_DD","Fish cover: fractional cover of live trees in the drawdown zone","",NA,NA,""
"PHAB","FCFCLIVETREES_LIT","Fish cover: fractional cover of live trees in the littoral zone","",NA,NA,""
"PHAB","FCFCLIVETREES_SIM","Fish cover: fractional cover of live trees simulating 2007 protocol","",NA,NA,""
"PHAB","FCFCOVERHANG","Fish cover: fractional cover of overhangs ","",NA,NA,""
"PHAB","FCFCOVERHANG_DD","Fish cover: fractional cover of overhangs in the drawdown zone","",NA,NA,""
"PHAB","FCFCOVERHANG_LIT","Fish cover: fractional cover of overhangs in the littoral zone","",NA,NA,""
"PHAB","FCFCOVERHANG_SIM","Fish cover: fractional cover of overhangs simulating 2007 protocol","",NA,NA,""
"PHAB","FCFCSNAG","Fish cover: fractional cover of snags ","",NA,NA,""
"PHAB","FCFCSNAGS_DD","Fish cover: fractional cover of snags in the drawdown zone","",NA,NA,""
"PHAB","FCFCSNAGS_LIT","Fish cover: fractional cover of snags in the littoral zone","",NA,NA,""
"PHAB","FCFCSNAGS_SIM","Fish cover: fractional cover of snags simulating 2007 protocol","",NA,NA,""
"PHAB","FCFCSTRUCTURES","Fish cover: fractional cover of artificial structures ","",NA,NA,""
"PHAB","FCFCSTRUCTURES_DD","Fish cover: fractional cover of artificial structures in the drawdown zone","",NA,NA,""
"PHAB","FCFCSTRUCTURES_LIT","Fish cover: fractional cover of artificial structures in the littoral zone","",NA,NA,""
"PHAB","FCFCSTRUCTURES_SIM","Fish cover: fractional cover of artificial structures simulating 2007 protocol","",NA,NA,""
"PHAB","FCFPALL","Fish cover: fractional presence of any fish cover","",NA,NA,""
"PHAB","FCFPALL_DD","Fish cover: fractional cover of any fish cover in the drawdown zone","",NA,NA,""
"PHAB","FCFPALL_LIT","Fish cover: fractional cover of any fish cover in the littoral zone","",NA,NA,""
"PHAB","FCFPALL_SIM","Fish cover: fractional cover of any fish cover simulating 2007 protocol","",NA,NA,""
"PHAB","FCFPAQUATIC","Fish cover: fractional presence of aquatic vegetation","",NA,NA,""
"PHAB","FCFPAQUATIC_DD","Fish cover: fractional presence of aquatic vegetation in the drawdown zone","",NA,NA,""
"PHAB","FCFPAQUATIC_LIT","Fish cover: fractional presence of aquatic vegetation in the littoral zone","",NA,NA,""
"PHAB","FCFPAQUATIC_SIM","Fish cover: fractional presence of aquatic vegetation simulating 2007 protocol","",NA,NA,""
"PHAB","FCFPBOULDERS","Fish cover: fractional presence of boulders ","",NA,NA,""
"PHAB","FCFPBOULDERS_DD","Fish cover: fractional presence of boulders in the drawdown zone","",NA,NA,""
"PHAB","FCFPBOULDERS_LIT","Fish cover: fractional presence of boulders in the littoral zone","",NA,NA,""
"PHAB","FCFPBOULDERS_SIM","Fish cover: fractional presence of boulders simulating 2007 protocol","",NA,NA,""
"PHAB","FCFPBRUSH","Fish cover: fractional presence of brush ","",NA,NA,""
"PHAB","FCFPBRUSH_DD","Fish cover: fractional presence of brush in the drawdown zone","",NA,NA,""
"PHAB","FCFPBRUSH_LIT","Fish cover: fractional presence of brush in the littoral zone","",NA,NA,""
"PHAB","FCFPBRUSH_SIM","Fish cover: fractional presence of brush simulating 2007 protocol","",NA,NA,""
"PHAB","FCFPLEDGES","Fish cover: fractional presence of ledges ","",NA,NA,""
"PHAB","FCFPLEDGES_DD","Fish cover: fractional presence of ledges in the drawdown zone","",NA,NA,""
"PHAB","FCFPLEDGES_LIT","Fish cover: fractional presence of ledges in the littoral zone","",NA,NA,""
"PHAB","FCFPLEDGES_SIM","Fish cover: fractional presence of ledges simulating 2007 protocol","",NA,NA,""
"PHAB","FCFPLIVETREES","Fish cover: fractional presence of live trees ","",NA,NA,""
"PHAB","FCFPLIVETREES_DD","Fish cover: fractional presence of live trees in the drawdown zone","",NA,NA,""
"PHAB","FCFPLIVETREES_LIT","Fish cover: fractional presence of live trees in the littoral zone","",NA,NA,""
"PHAB","FCFPLIVETREES_SIM","Fish cover: fractional presence of live trees simulating 2007 protocol","",NA,NA,""
"PHAB","FCFPOVERHANG","Fish cover: fractional presence of overhangs ","",NA,NA,""
"PHAB","FCFPOVERHANG_DD","Fish cover: fractional presence of overhangs in the drawdown zone","",NA,NA,""
"PHAB","FCFPOVERHANG_LIT","Fish cover: fractional presence of overhangs in the littoral zone","",NA,NA,""
"PHAB","FCFPOVERHANG_SIM","Fish cover: fractional presence of overhangs simulating 2007 protocol","",NA,NA,""
"PHAB","FCFPSNAG","Fish cover: fractional presence of snags ","",NA,NA,""
"PHAB","FCFPSNAGS_DD","Fish cover: fractional presence of snags in the drawdown zone","",NA,NA,""
"PHAB","FCFPSNAGS_LIT","Fish cover: fractional presence of snags in the littoral zone","",NA,NA,""
"PHAB","FCFPSNAGS_SIM","Fish cover: fractional presence of snags simulating 2007 protocol","",NA,NA,""
"PHAB","FCFPSTRUCTURES","Fish cover: fractional presence of artificial structures ","",NA,NA,""
"PHAB","FCFPSTRUCTURES_DD","Fish cover: fractional presence of artificial structures in the drawdown zone","",NA,NA,""
"PHAB","FCFPSTRUCTURES_LIT","Fish cover: fractional presence of artificial structures in the littoral zone","",NA,NA,""
"PHAB","FCFPSTRUCTURES_SIM","Fish cover: fractional presence of artificial structures simulating 2007 protocol","",NA,NA,""
"PHAB","FCIALL","Fish cover: index of total fish cover","",NA,NA,""
"PHAB","FCIALL_DD","Fish cover: index of total fish cover in the drawdown zone","",NA,NA,""
"PHAB","FCIALL_LIT","Fish cover: index of total fish cover in the littoral zone","",NA,NA,""
"PHAB","FCIALL_SIM","Fish cover: index of total fish cover simulating 2007 protocol","",NA,NA,""
"PHAB","FCIBIG","Fish cover: index of fish cover due to large structures","",NA,NA,""
"PHAB","FCIBIG_DD","Fish cover: index of fish cover due to large structures in the drawdown zone","",NA,NA,""
"PHAB","FCIBIG_LIT","Fish cover: index of fish cover due to large structures in the littoral zone","",NA,NA,""
"PHAB","FCIBIG_SIM","Fish cover: index of fish cover due to large structures simulating 2007 protocol","",NA,NA,""
"PHAB","FCINATURAL","Fish cover: index of fish cover due to natural structures","",NA,NA,""
"PHAB","FCINATURAL_DD","Fish cover: index of fish cover due to natural structures in the drawdown zone","",NA,NA,""
"PHAB","FCINATURAL_LIT","Fish cover: index of fish cover due to natural structures in the littoral zone","",NA,NA,""
"PHAB","FCINATURAL_SIM","Fish cover: index of fish cover due to natural structures simulating 2007 protocol","",NA,NA,""
"PHAB","FCIRIPVEG","Fish cover: index of fish cover due to riparian vegetation","",NA,NA,""
"PHAB","FCIRIPVEG_DD","Fish cover: index of fish cover due to riparian vegetation in the drawdown zone","",NA,NA,""
"PHAB","FCIRIPVEG_LIT","Fish cover: index of fish cover due to riparian vegetation in the littoral zone","",NA,NA,""
"PHAB","FCIRIPVEG_SIM","Fish cover: index of fish cover due to riparian vegetation simulating 2007 protocol","",NA,NA,""
"PHAB","FCNALL","Fish cover: number of fish cover data","",NA,NA,""
"PHAB","FCNALL_DD","Fish cover: number of fish cover values in the drawdown","",NA,NA,""
"PHAB","FCNALL_LIT","Fish cover: number of fish cover values in the littoral zone","",NA,NA,""
"PHAB","FCNALL_SIM","Fish cover: number of fish cover data simulating the 2007 protocol","",NA,NA,""
"PHAB","FCNAQUATIC","Fish cover: number of aquatic vegetation","",NA,NA,""
"PHAB","FCNAQUATIC_DD","Fish cover: number of aquatic vegetation values in the drawdown","",NA,NA,""
"PHAB","FCNAQUATIC_LIT","Fish cover: number of aquatic vegetation values in the littoral zone","",NA,NA,""
"PHAB","FCNAQUATIC_SIM","Fish cover: number of aquatic vegetation data simulating the 2007 protocol","",NA,NA,""
"PHAB","FCNBOULDERS","Fish cover: number of boulders ","",NA,NA,""
"PHAB","FCNBOULDERS_DD","Fish cover: number of boulders values in the drawdown","",NA,NA,""
"PHAB","FCNBOULDERS_LIT","Fish cover: number of boulders values in the littoral zone","",NA,NA,""
"PHAB","FCNBOULDERS_SIM","Fish cover: number of boulders data simulating the 2007 protocol","",NA,NA,""
"PHAB","FCNBRUSH","Fish cover: number of brush ","",NA,NA,""
"PHAB","FCNBRUSH_DD","Fish cover: number of brush values in the drawdown","",NA,NA,""
"PHAB","FCNBRUSH_LIT","Fish cover: number of brush values in the littoral zone","",NA,NA,""
"PHAB","FCNBRUSH_SIM","Fish cover: number of brush data simulating the 2007 protocol","",NA,NA,""
"PHAB","FCNLEDGES","Fish cover: number of ledges ","",NA,NA,""
"PHAB","FCNLEDGES_DD","Fish cover: number of ledges values in the drawdown","",NA,NA,""
"PHAB","FCNLEDGES_LIT","Fish cover: number of ledges values in the littoral zone","",NA,NA,""
"PHAB","FCNLEDGES_SIM","Fish cover: number of ledges data simulating the 2007 protocol","",NA,NA,""
"PHAB","FCNLIVETREES","Fish cover: number of live trees ","",NA,NA,""
"PHAB","FCNLIVETREES_DD","Fish cover: number of live trees values in the drawdown","",NA,NA,""
"PHAB","FCNLIVETREES_LIT","Fish cover: number of live trees values in the littoral zone","",NA,NA,""
"PHAB","FCNLIVETREES_SIM","Fish cover: number of live trees data simulating the 2007 protocol","",NA,NA,""
"PHAB","FCNOVERHANG","Fish cover: number of overhangs ","",NA,NA,""
"PHAB","FCNOVERHANG_DD","Fish cover: number of overhangs values in the drawdown","",NA,NA,""
"PHAB","FCNOVERHANG_LIT","Fish cover: number of overhangs values in the littoral zone","",NA,NA,""
"PHAB","FCNOVERHANG_SIM","Fish cover: number of overhangs data simulating the 2007 protocol","",NA,NA,""
"PHAB","FCNSNAG","Fish cover: number of snags ","",NA,NA,""
"PHAB","FCNSNAGS_DD","Fish cover: number of snags values in the drawdown","",NA,NA,""
"PHAB","FCNSNAGS_LIT","Fish cover: number of snags values in the littoral zone","",NA,NA,""
"PHAB","FCNSNAGS_SIM","Fish cover: number of snags data simulating the 2007 protocol","",NA,NA,""
"PHAB","FCNSTRUCTURES","Fish cover: number of artificial structures ","",NA,NA,""
"PHAB","FCNSTRUCTURES_DD","Fish cover: number of artificial structures values in the drawdown","",NA,NA,""
"PHAB","FCNSTRUCTURES_LIT","Fish cover: number of artificial structures values in the littoral zone","",NA,NA,""
"PHAB","FCNSTRUCTURES_SIM","Fish cover: number of artificial structures data simulating the 2007 protocol","",NA,NA,""
"PHAB","FCVAQUATIC","Fish cover: std dev. of aquatic vegetation","",NA,NA,""
"PHAB","FCVAQUATIC_DD","Fish cover: std dev. of aquatic vegetation in the drawdown zone","",NA,NA,""
"PHAB","FCVAQUATIC_LIT","Fish cover: std dev. of aquatic vegetation in the littoral zone","",NA,NA,""
"PHAB","FCVAQUATIC_SIM","Fish cover: std dev. of aquatic vegetation simulating the 2007 protocol","",NA,NA,""
"PHAB","FCVBOULDERS","Fish cover: std dev. of boulders ","",NA,NA,""
"PHAB","FCVBOULDERS_DD","Fish cover: std dev. of boulders in the drawdown zone","",NA,NA,""
"PHAB","FCVBOULDERS_LIT","Fish cover: std dev. of boulders in the littoral zone","",NA,NA,""
"PHAB","FCVBOULDERS_SIM","Fish cover: std dev. of boulders simulating the 2007 protocol","",NA,NA,""
"PHAB","FCVBRUSH","Fish cover: std dev. of brush ","",NA,NA,""
"PHAB","FCVBRUSH_DD","Fish cover: std dev. of brush in the drawdown zone","",NA,NA,""
"PHAB","FCVBRUSH_LIT","Fish cover: std dev. of aquatic vegetation in the littoral zone","",NA,NA,""
"PHAB","FCVBRUSH_SIM","Fish cover: std dev. of aquatic vegetation simulating the 2007 protocol","",NA,NA,""
"PHAB","FCVLEDGES","Fish cover: std dev. of ledges ","",NA,NA,""
"PHAB","FCVLEDGES_DD","Fish cover: std dev. of ledges in the drawdown zone","",NA,NA,""
"PHAB","FCVLEDGES_LIT","Fish cover: std dev. of ledges in the littoral zone","",NA,NA,""
"PHAB","FCVLEDGES_SIM","Fish cover: std dev. of ledges simulating the 2007 protocol","",NA,NA,""
"PHAB","FCVLIVETREES","Fish cover: std dev. of live trees ","",NA,NA,""
"PHAB","FCVLIVETREES_DD","Fish cover: std dev. of live trees in the drawdown zone","",NA,NA,""
"PHAB","FCVLIVETREES_LIT","Fish cover: std dev. of live trees in the littoral zone","",NA,NA,""
"PHAB","FCVLIVETREES_SIM","Fish cover: std dev. of live trees simulating the 2007 protocol","",NA,NA,""
"PHAB","FCVOVERHANG","Fish cover: std dev. of overhangs ","",NA,NA,""
"PHAB","FCVOVERHANG_DD","Fish cover: std dev. of overhangs in the drawdown zone","",NA,NA,""
"PHAB","FCVOVERHANG_LIT","Fish cover: std dev. of overhangs in the littoral zone","",NA,NA,""
"PHAB","FCVOVERHANG_SIM","Fish cover: std dev. of overhangs simulating the 2007 protocol","",NA,NA,""
"PHAB","FCVSNAG","Fish cover: std dev. of snags ","",NA,NA,""
"PHAB","FCVSNAGS_DD","Fish cover: std dev. of snags in the drawdown zone","",NA,NA,""
"PHAB","FCVSNAGS_LIT","Fish cover: std dev. of snags in the littoral zone","",NA,NA,""
"PHAB","FCVSNAGS_SIM","Fish cover: std dev. of snags simulating the 2007 protocol","",NA,NA,""
"PHAB","FCVSTRUCTURES","Fish cover: std dev. of artificial structures ","",NA,NA,""
"PHAB","FCVSTRUCTURES_DD","Fish cover: std dev. of artificial structures in the drawdown zone","",NA,NA,""
"PHAB","FCVSTRUCTURES_LIT","Fish cover: std dev. of artificial structures in the littoral zone","",NA,NA,""
"PHAB","FCVSTRUCTURES_SIM","Fish cover: std dev. of artificial structures simulating the 2007 protocol","",NA,NA,""
"PHAB","HIFPANY","Human influence: fractional presence of any influence","",NA,NA,""
"PHAB","HIFPANY_DD","Human influence: fractional presence of any influence in the drawdown zone","",NA,NA,""
"PHAB","HIFPANY_RIP","Human influence: fractional presence of any influence in the riparian zone","",NA,NA,""
"PHAB","HIFPANY_SYN","Human influence: fractional presence of any influence synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIFPANYCIRCA","Human influence: fractional presence of any influence occuring in station plots","",NA,NA,""
"PHAB","HIFPANYCIRCA_DD","Human influence: fractional presence of any influence occuring in station plots in the drawdown zone","",NA,NA,""
"PHAB","HIFPANYCIRCA_RIP","Human influence: fractional presence of any influence occuring in station plots in the riparian zone","",NA,NA,""
"PHAB","HIFPANYCIRCA_SYN","Human influence: fractional presence of any influence occuring in station plots synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIIAG","Human influence: index of agricultural influences","",NA,NA,""
"PHAB","HIIAG_DD","Human influence: index of agricultural influences in the drawdown zone","",NA,NA,""
"PHAB","HIIAG_RIP","Human influence: index of agricultural influences in the riparian zone","",NA,NA,""
"PHAB","HIIAG_SYN","Human influence: index of agricultural influences synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIIAGCIRCA","Human influence: index of agricultural influences occuring close to shore","",NA,NA,""
"PHAB","HIIAGCIRCA_DD","Human influence: index of agricultural influences occuring close to shore in the drawdown zone","",NA,NA,""
"PHAB","HIIAGCIRCA_RIP","Human influence: index of agricultural influences occuring close to shore in the riparian zone","",NA,NA,""
"PHAB","HIIAGCIRCA_SYN","Human influence: index of agricultural influences occuring close to shore synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIIALL","Human influence: index of all human influences","",NA,NA,""
"PHAB","HIIALL_DD","Human influence: index of all human influences in the drawdown zone","",NA,NA,""
"PHAB","HIIALL_RIP","Human influence: index of all human influences in the riparian zone","",NA,NA,""
"PHAB","HIIALL_SYN","Human influence: index of all human influences synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIIALLCIRCA","Human influence: index of all influences occuring close to shore","",NA,NA,""
"PHAB","HIIALLCIRCA_DD","Human influence: index of all influences occuring close to shore in the drawdown zone","",NA,NA,""
"PHAB","HIIALLCIRCA_RIP","Human influence: index of all influences occuring close to shore in the riparian zone","",NA,NA,""
"PHAB","HIIALLCIRCA_SYN","Human influence: index of all influences occuring close to shore synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIINONAG","Human influence: index of nonagricultural influences","",NA,NA,""
"PHAB","HIINONAG_DD","Human influence: index of nonagricultural influences in the drawdown zone","",NA,NA,""
"PHAB","HIINONAG_RIP","Human influence: index of nonagricultural influences in the riparian zone","",NA,NA,""
"PHAB","HIINONAG_SYN","Human influence: index of nonagricultural influences synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIINONAGCIRCA","Human influence: index of nonagricultural influences occuring close to shore","",NA,NA,""
"PHAB","HIINONAGCIRCA_DD","Human influence: index of nonagricultural influences occuring close to shore in the drawdown zone","",NA,NA,""
"PHAB","HIINONAGCIRCA_RIP","Human influence: index of nonagricultural influences occuring close to shore in the riparian zone","",NA,NA,""
"PHAB","HIINONAGCIRCA_SYN","Human influence: index of nonagricultural influences occuring close to shore synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINAG","Human influence: count of all values used","",NA,NA,""
"PHAB","HINAG_DD","Human influence: count of all values used in the drawdown zone","",NA,NA,""
"PHAB","HINAG_RIP","Human influence: count of all values used in the riparian zone","",NA,NA,""
"PHAB","HINAG_SYN","Human influence: count of all values used synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINALL","Human influence: count of all values used","",NA,NA,""
"PHAB","HINALL_DD","Human influence: count of all values used in the drawdown zone","",NA,NA,""
"PHAB","HINALL_RIP","Human influence: count of all values used in the riparian zone","",NA,NA,""
"PHAB","HINALL_SYN","Human influence: count of all values used synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINBUILDINGS","Human influence: count of values","",NA,NA,""
"PHAB","HINBUILDINGS_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINBUILDINGS_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINBUILDINGS_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINCOMMERCIAL","Human influence: count of values","",NA,NA,""
